VendorID,VendorName,Category,ItemMaterial,UnitPrice,PriceScore,QualityScore,DeliveryScore,ComplaintCount,ReliabilityScore,OnTimeDeliveryRate,ContractValue,VendorScore,RiskLevel
V0746,OfficeMart Lanka,Office Supplies,Printer Paper,2450,48,84,54,20,65,83,1159912,56.8,High
V0747,OfficeMart Lanka,Raw Materials,Plastic Materials,11750,77,70,60,8,63,48,2994219,67.35,Medium
V0748,FutureNet Technologies,Safety Equipment,Protective Gloves,2250,72,78,50,1,82,71,2407561,73.4,Medium
V0749,ABC Raw Materials,Logistics Services,Cargo Handling,5650,69,64,89,0,68,47,4654817,74.65,Medium
V0750,Elite Office Solutions,Raw Materials,Metal Materials,49300,55,66,74,10,74,74,2543285,64.85,Medium
V0751,Prime Stationery Traders,IT Equipment,Network Equipment,60500,41,57,47,15,75,46,3845978,51.4,High
V0752,ABC Raw Materials,Office Supplies,Stationery,2050,48,86,62,4,72,90,4252325,68.3,Medium
V0753,TechGlobal Solutions,IT Equipment,Printers,128800,79,44,46,6,52,90,1326055,57.35,High
V0754,Lanka Industrial Suppliers,Office Supplies,Files and Folders,2000,42,85,59,16,100,81,4647768,65.55,Medium
V0755,SmartTech Distributors,Furniture,Office Chairs,56350,57,77,41,19,59,75,3360553,54.0,High
V0756,Digital Edge Suppliers,Mechanical Parts,Gears,10300,81,70,66,10,66,90,3518763,69.15,Medium
V0757,Alpha IT Systems,Mechanical Parts,Replacement Parts,50950,59,67,50,14,47,70,3385145,53.9,High
V0758,OfficeMart Lanka,Furniture,Storage Cabinets,65150,92,43,45,13,59,44,2653777,58.05,High
V0759,Alpha IT Systems,Logistics Services,Transport Services,101400,90,90,47,20,42,86,2408178,62.8,Medium
V0760,TechGlobal Solutions,Electrical Items,Electrical Components,8100,69,40,81,14,79,43,4892217,62.25,Medium
V0761,Digital Edge Suppliers,Electrical Items,LED Lighting,4050,67,85,91,9,46,77,1307080,70.9,Medium
V0762,Elite Office Solutions,Raw Materials,Production Materials,32350,47,45,66,1,92,69,2936345,64.1,Medium
V0763,Digital Edge Suppliers,Mechanical Parts,Industrial Components,66250,49,49,89,2,66,42,4300208,64.5,Medium
V0764,ABC Raw Materials,Mechanical Parts,Bearings,16900,70,47,46,5,59,64,3786892,57.75,High
V0765,ABC Raw Materials,Furniture,Meeting Tables,78250,69,58,76,1,73,67,1270130,71.05,Medium
V0766,Elite Office Solutions,Safety Equipment,Safety Shoes,5900,72,83,63,14,88,65,4231960,71.95,Medium
V0767,Elite Office Solutions,Raw Materials,Packaging Materials,1900,53,58,68,8,92,99,545989,65.75,Medium
V0768,Prime Stationery Traders,Raw Materials,Industrial Raw Materials,92500,49,41,60,18,68,42,2891752,49.1,High
V0769,SmartTech Distributors,Electrical Items,Electrical Cables,3400,69,54,91,5,92,84,4045092,74.85,Medium
V0770,OfficeMart Lanka,Furniture,Office Furniture,97650,94,67,57,7,84,71,4978140,74.95,Medium
V0771,Alpha IT Systems,Office Supplies,Ink Cartridges,23600,96,85,96,14,63,63,4178410,80.05,Low
V0772,Elite Office Solutions,IT Equipment,Computer Accessories,34250,41,43,85,7,99,58,100595,64.3,Medium
V0773,Elite Office Solutions,IT Equipment,Laptop Computers,170050,51,82,86,0,48,71,4896803,70.05,Medium
V0774,Elite Office Solutions,Safety Equipment,Fire Extinguishers,20500,66,55,43,19,66,66,1186685,52.55,High
V0775,OfficeMart Lanka,Safety Equipment,Protective Clothing,8300,82,83,92,13,74,99,334061,77.95,Medium
V0776,TechGlobal Solutions,Furniture,Office Desks,44450,90,90,66,18,68,49,3426663,72.8,Medium
V0777,TechGlobal Solutions,Safety Equipment,Safety Helmets,2450,43,59,53,11,82,74,4755264,57.0,High
V0778,SmartTech Distributors,Logistics Services,Freight Transportation,95650,90,53,43,15,84,100,123759,63.65,Medium
V0779,Lanka Industrial Suppliers,Office Supplies,Office Consumables,1850,99,64,81,18,95,77,981858,76.95,Medium
V0780,OfficeMart Lanka,Office Supplies,Printer Paper,3800,50,49,77,4,63,49,1519650,60.75,Medium
V0781,Elite Office Solutions,Raw Materials,Plastic Materials,10050,52,48,75,16,52,74,4305976,52.4,High
V0782,Alpha IT Systems,Logistics Services,Local Delivery,40450,70,96,77,2,89,78,1423880,83.7,Low
V0783,TechGlobal Solutions,Safety Equipment,Protective Gloves,1000,66,42,55,7,65,53,1128666,57.5,High
V0784,FutureNet Technologies,Raw Materials,Metal Materials,71700,67,46,81,0,95,53,2111997,73.45,Medium
V0785,ABC Raw Materials,Furniture,Office Chairs,31500,91,91,68,17,90,98,1377299,78.6,Medium
V0786,ABC Raw Materials,Mechanical Parts,Machine Components,54000,78,92,70,16,45,75,2802500,67.5,Medium
V0787,Prime Stationery Traders,Electrical Items,Switches and Sockets,3750,78,73,59,17,40,69,4430244,59.05,High
V0788,Lanka Industrial Suppliers,IT Equipment,Desktop Computers,191100,54,90,62,2,80,69,4342155,73.4,Medium
V0789,TechGlobal Solutions,Electrical Items,Circuit Breakers,13650,81,92,66,11,43,96,574815,69.55,Medium
V0790,Digital Edge Suppliers,IT Equipment,Network Equipment,25200,69,72,55,14,70,82,1265342,63.25,Medium
V0791,ABC Raw Materials,Safety Equipment,Safety Shoes,15200,41,68,52,20,45,87,65248,46.65,High
V0792,Alpha IT Systems,Logistics Services,Warehouse Services,39000,94,98,40,8,90,94,3062934,80.0,Low
V0793,Elite Office Solutions,Mechanical Parts,Gears,62500,46,46,65,10,88,56,4214422,58.6,High
V0794,FutureNet Technologies,Logistics Services,Cargo Handling,5400,62,74,83,17,44,65,1412266,60.9,Medium
V0795,Digital Edge Suppliers,Safety Equipment,Fire Extinguishers,12150,52,97,83,3,49,85,3565435,72.15,Medium
V0796,SmartTech Distributors,Logistics Services,Transport Services,50850,82,46,66,2,89,79,1639319,72.0,Medium
V0797,Alpha IT Systems,Mechanical Parts,Replacement Parts,105650,48,43,71,10,51,91,4528295,52.15,High
V0798,SmartTech Distributors,Logistics Services,Freight Transportation,149450,58,85,96,7,80,69,3602006,77.45,Medium
V0799,Elite Office Solutions,Logistics Services,Local Delivery,29050,66,66,85,8,60,69,4521268,68.0,Medium
V0800,Elite Office Solutions,Raw Materials,Production Materials,46600,95,41,73,2,56,58,2414631,68.8,Medium
V0801,SmartTech Distributors,IT Equipment,Printers,171100,41,89,67,18,62,82,4430240,59.3,High
V0802,ABC Raw Materials,IT Equipment,Computer Accessories,11850,58,53,42,11,60,61,2513230,52.65,High
V0803,Elite Office Solutions,Mechanical Parts,Industrial Components,31950,75,92,71,14,50,84,2501310,68.95,Medium
V0804,Elite Office Solutions,Raw Materials,Packaging Materials,6000,57,95,90,15,89,64,2586151,76.3,Medium
V0805,SmartTech Distributors,Furniture,Storage Cabinets,63250,56,55,75,15,90,92,1012568,63.25,Medium
V0806,ABC Raw Materials,Furniture,Meeting Tables,57800,97,63,65,11,56,73,4785772,68.7,Medium
V0807,FutureNet Technologies,Mechanical Parts,Bearings,43050,100,58,67,19,70,61,1021160,67.4,Medium
V0808,ABC Raw Materials,Logistics Services,Warehouse Services,8050,84,87,58,16,57,87,2880270,67.75,Medium
V0809,TechGlobal Solutions,Logistics Services,Cargo Handling,93000,53,54,62,13,76,74,4607507,57.85,High
V0810,OfficeMart Lanka,IT Equipment,Laptop Computers,161750,55,83,71,1,52,90,1590572,68.6,Medium
V0811,OfficeMart Lanka,Furniture,Office Furniture,124900,70,79,63,11,88,56,4469999,71.95,Medium
V0812,Digital Edge Suppliers,Furniture,Office Desks,49800,78,44,76,19,100,89,2969037,66.2,Medium
V0813,TechGlobal Solutions,Office Supplies,Stationery,4300,40,87,61,11,48,40,456804,58.05,High
V0814,OfficeMart Lanka,Raw Materials,Industrial Raw Materials,92850,40,71,82,11,84,88,3775897,65.45,Medium
V0815,Lanka Industrial Suppliers,Raw Materials,Plastic Materials,2150,80,48,52,12,89,79,2753774,64.2,Medium
V0816,Lanka Industrial Suppliers,Furniture,Office Chairs,66500,99,72,65,1,89,88,1982519,83.05,Low
V0817,Digital Edge Suppliers,Mechanical Parts,Machine Components,105450,45,80,60,8,67,41,581919,62.65,Medium
V0818,Elite Office Solutions,Furniture,Storage Cabinets,69400,59,77,69,14,80,99,793550,66.8,Medium
V0819,Prime Stationery Traders,Logistics Services,Transport Services,46750,80,47,40,17,78,62,2725781,56.85,High
V0820,Lanka Industrial Suppliers,IT Equipment,Desktop Computers,183700,89,66,86,17,92,58,2106412,75.85,Medium
V0821,OfficeMart Lanka,IT Equipment,Network Equipment,147150,53,47,48,19,63,67,1161628,47.7,High
V0822,Alpha IT Systems,Raw Materials,Metal Materials,50000,41,75,69,8,77,72,4017924,64.2,Medium
V0823,TechGlobal Solutions,Office Supplies,Files and Folders,2100,85,48,76,9,69,67,2423606,67.75,Medium
V0824,TechGlobal Solutions,Raw Materials,Production Materials,12850,52,89,99,13,87,52,4823424,75.95,Medium
V0825,Elite Office Solutions,Raw Materials,Packaging Materials,4200,99,46,100,10,65,42,731456,74.25,Medium
V0826,Alpha IT Systems,Electrical Items,Electrical Components,10550,74,50,58,0,91,41,53753,70.8,Medium
V0827,Elite Office Solutions,Furniture,Meeting Tables,69150,64,84,50,7,79,44,2810135,69.3,Medium
V0828,OfficeMart Lanka,Safety Equipment,Protective Clothing,3650,73,77,73,9,48,78,2705080,67.2,Medium
V0829,TechGlobal Solutions,Raw Materials,Industrial Raw Materials,59700,76,46,81,15,51,85,1224618,59.4,High
V0830,FutureNet Technologies,Raw Materials,Plastic Materials,10400,52,52,73,16,95,51,3278731,61.6,Medium
V0831,FutureNet Technologies,Office Supplies,Ink Cartridges,30400,51,63,56,15,45,86,2120526,51.2,High
V0832,SmartTech Distributors,Furniture,Office Furniture,110950,68,60,42,14,100,70,1748247,63.4,Medium
V0833,ABC Raw Materials,Safety Equipment,Safety Helmets,4100,42,93,63,18,62,100,4136690,59.75,High
V0834,SmartTech Distributors,Safety Equipment,Protective Gloves,450,67,92,47,17,97,77,2468495,70.05,Medium
V0835,Elite Office Solutions,Office Supplies,Office Consumables,6750,44,58,70,15,97,94,1372762,61.4,Medium
V0836,Digital Edge Suppliers,IT Equipment,Printers,63600,83,59,43,1,49,58,2177227,63.4,Medium
V0837,Digital Edge Suppliers,Mechanical Parts,Gears,56650,96,70,85,6,72,58,937768,79.9,Medium
V0838,FutureNet Technologies,Safety Equipment,Safety Shoes,17650,63,55,49,10,86,95,3282858,61.5,Medium
V0839,Lanka Industrial Suppliers,Office Supplies,Printer Paper,4500,94,40,99,17,88,48,436643,72.4,Medium
V0840,Elite Office Solutions,Furniture,Office Desks,48800,67,77,56,19,63,74,1427352,60.3,Medium
V0841,OfficeMart Lanka,Furniture,Office Chairs,62300,98,46,92,13,61,99,3656014,70.1,Medium
V0842,Elite Office Solutions,Electrical Items,LED Lighting,9050,58,95,69,0,67,46,1613393,75.45,Medium
V0843,TechGlobal Solutions,Mechanical Parts,Replacement Parts,109050,51,51,57,13,68,97,664836,54.0,High
V0844,TechGlobal Solutions,Mechanical Parts,Industrial Components,82450,96,81,96,2,49,72,352221,82.25,Low
V0845,FutureNet Technologies,Mechanical Parts,Bearings,7900,100,93,41,5,45,56,580340,72.95,Medium
V0846,OfficeMart Lanka,Electrical Items,Electrical Cables,1100,99,90,64,18,54,97,727564,71.85,Medium
V0847,Prime Stationery Traders,Furniture,Storage Cabinets,60050,94,86,85,20,82,65,1392952,78.4,Medium
V0848,OfficeMart Lanka,Safety Equipment,Fire Extinguishers,24000,88,98,84,3,73,74,3668797,86.4,Low
V0849,TechGlobal Solutions,Safety Equipment,Protective Clothing,12250,58,52,86,20,75,77,3244527,59.7,High
V0850,Alpha IT Systems,Mechanical Parts,Machine Components,104650,41,90,65,8,91,60,3960614,69.95,Medium
V0851,Prime Stationery Traders,IT Equipment,Computer Accessories,29200,86,43,44,10,80,50,1346727,62.05,Medium
V0852,Prime Stationery Traders,Electrical Items,Switches and Sockets,2350,52,84,93,12,57,58,3750823,68.0,Medium
V0853,FutureNet Technologies,Safety Equipment,Safety Helmets,5400,94,72,93,12,65,85,540466,77.1,Medium
V0854,TechGlobal Solutions,Safety Equipment,Protective Gloves,2250,58,79,74,4,61,78,2023161,69.25,Medium
V0855,TechGlobal Solutions,Furniture,Meeting Tables,97050,51,62,87,11,42,85,354178,58.55,High
V0856,SmartTech Distributors,Safety Equipment,Safety Shoes,15800,57,98,72,15,78,94,717868,71.25,Medium
V0857,SmartTech Distributors,Mechanical Parts,Gears,79350,58,98,63,14,41,95,238653,62.8,Medium
V0858,SmartTech Distributors,Office Supplies,Stationery,2550,78,70,42,19,79,47,4036902,61.7,Medium
V0859,SmartTech Distributors,Electrical Items,Circuit Breakers,12500,73,40,86,16,74,70,4455438,62.25,Medium
V0860,TechGlobal Solutions,IT Equipment,Laptop Computers,153500,45,78,84,14,95,71,3744679,69.55,Medium
V0861,ABC Raw Materials,Logistics Services,Freight Transportation,216900,41,45,86,6,90,41,1265332,63.7,Medium
V0862,TechGlobal Solutions,IT Equipment,Desktop Computers,142900,59,40,72,19,71,45,4476687,53.85,High
V0863,Lanka Industrial Suppliers,Furniture,Office Furniture,64750,55,68,63,4,62,75,83350,63.75,Medium
V0864,FutureNet Technologies,Furniture,Office Desks,83500,92,50,56,2,68,95,3263938,69.3,Medium
V0865,Elite Office Solutions,Office Supplies,Files and Folders,450,73,66,81,3,64,75,823842,72.25,Medium
V0866,ABC Raw Materials,Logistics Services,Local Delivery,31250,53,94,62,9,44,74,2891842,63.45,Medium
V0867,Prime Stationery Traders,IT Equipment,Network Equipment,93300,81,82,81,17,40,54,2017039,66.45,Medium
V0868,Lanka Industrial Suppliers,IT Equipment,Printers,160350,77,94,58,7,49,81,4410494,70.65,Medium
V0869,Prime Stationery Traders,Office Supplies,Ink Cartridges,26500,99,99,73,17,82,81,234141,82.0,Low
V0870,OfficeMart Lanka,Furniture,Office Chairs,43100,57,56,40,20,79,82,2889545,52.05,High
V0871,Lanka Industrial Suppliers,Logistics Services,Warehouse Services,39500,74,76,62,12,69,64,1490567,67.7,Medium
V0872,SmartTech Distributors,Raw Materials,Metal Materials,9300,86,99,94,2,52,47,373070,84.45,Low
V0873,Elite Office Solutions,Electrical Items,Electrical Components,22900,89,69,53,15,45,90,886724,61.6,Medium
V0874,OfficeMart Lanka,Electrical Items,LED Lighting,9850,73,59,69,5,69,74,4625297,68.1,Medium
V0875,Elite Office Solutions,Furniture,Storage Cabinets,94400,72,80,52,4,63,80,599916,69.0,Medium
V0876,TechGlobal Solutions,Office Supplies,Office Consumables,6200,83,48,48,11,77,54,607805,62.25,Medium
V0877,OfficeMart Lanka,Furniture,Meeting Tables,80550,56,99,40,14,75,47,1813038,64.75,Medium
V0878,Prime Stationery Traders,Logistics Services,Cargo Handling,106700,98,47,40,13,42,76,2302516,56.15,High
V0879,Elite Office Solutions,Safety Equipment,Fire Extinguishers,10200,77,53,57,19,47,85,2802617,53.8,High
V0880,Prime Stationery Traders,Mechanical Parts,Replacement Parts,93000,47,83,92,7,91,57,3102786,75.6,Medium
V0881,Digital Edge Suppliers,Mechanical Parts,Industrial Components,120350,63,55,75,7,85,84,4616485,68.0,Medium
V0882,Digital Edge Suppliers,Raw Materials,Production Materials,7550,98,70,87,10,47,41,2508533,73.8,Medium
V0883,TechGlobal Solutions,Raw Materials,Packaging Materials,1850,93,71,40,8,99,66,1648925,74.8,Medium
V0884,OfficeMart Lanka,Office Supplies,Printer Paper,6150,68,93,63,8,65,100,3790305,71.85,Medium
V0885,TechGlobal Solutions,Electrical Items,Electrical Cables,1350,95,82,77,15,99,80,645701,81.95,Low
V0886,FutureNet Technologies,Mechanical Parts,Bearings,27550,69,76,84,13,62,42,3976091,68.95,Medium
V0887,Elite Office Solutions,Furniture,Office Furniture,31700,81,48,73,17,84,74,973957,65.15,Medium
V0888,Prime Stationery Traders,Office Supplies,Stationery,2600,69,68,46,2,71,93,1907105,66.65,Medium
V0889,Lanka Industrial Suppliers,Mechanical Parts,Machine Components,158050,83,85,81,17,67,68,348086,73.1,Medium
V0890,FutureNet Technologies,Raw Materials,Industrial Raw Materials,112300,54,84,77,1,71,93,1569898,73.6,Medium
V0891,Elite Office Solutions,Raw Materials,Plastic Materials,10100,65,70,52,10,54,41,4144875,59.95,High
V0892,Prime Stationery Traders,Mechanical Parts,Gears,79200,74,96,79,17,84,56,1455035,76.6,Medium
V0893,Alpha IT Systems,Raw Materials,Metal Materials,38650,54,100,64,4,79,94,4576706,75.1,Medium
V0894,Digital Edge Suppliers,IT Equipment,Computer Accessories,6150,40,77,97,19,80,82,510195,65.15,Medium
V0895,Lanka Industrial Suppliers,Furniture,Office Desks,112600,87,100,40,3,100,94,3715203,83.25,Low
V0896,Lanka Industrial Suppliers,Office Supplies,Files and Folders,1750,52,96,98,19,55,76,1703341,68.1,Medium
V0897,Alpha IT Systems,Electrical Items,Switches and Sockets,6600,82,47,100,13,73,43,1790403,70.35,Medium
V0898,Digital Edge Suppliers,Office Supplies,Ink Cartridges,22950,87,79,56,4,43,65,4715559,69.3,Medium
V0899,Elite Office Solutions,Logistics Services,Transport Services,64000,90,68,78,11,58,41,3323417,71.2,Medium
V0900,Elite Office Solutions,Electrical Items,Circuit Breakers,13100,89,46,84,16,88,94,941197,70.15,Medium
V0901,Elite Office Solutions,Furniture,Office Chairs,42250,53,54,55,19,44,94,1822622,47.05,High
V0902,ABC Raw Materials,Safety Equipment,Protective Clothing,11850,86,88,41,9,85,83,4683062,74.2,Medium
V0903,SmartTech Distributors,IT Equipment,Laptop Computers,256850,43,95,71,10,77,48,1537113,69.1,Medium
V0904,Alpha IT Systems,Furniture,Storage Cabinets,66850,87,53,80,19,55,65,4596302,62.5,Medium
V0905,Prime Stationery Traders,Mechanical Parts,Replacement Parts,92350,51,82,87,20,51,74,3100968,60.85,Medium
V0906,ABC Raw Materials,Raw Materials,Production Materials,24150,97,82,40,14,72,75,4347368,70.15,Medium
V0907,OfficeMart Lanka,Furniture,Meeting Tables,145900,46,41,85,20,82,43,3086500,55.15,High
V0908,TechGlobal Solutions,IT Equipment,Desktop Computers,183500,67,89,88,16,48,72,504307,68.2,Medium
V0909,Elite Office Solutions,IT Equipment,Network Equipment,65100,46,86,100,10,45,50,4959223,67.0,Medium
V0910,OfficeMart Lanka,Raw Materials,Packaging Materials,5350,87,45,56,12,66,97,4544307,61.4,Medium
V0911,Lanka Industrial Suppliers,Safety Equipment,Safety Helmets,5950,81,83,44,1,40,78,4608542,67.3,Medium
V0912,Lanka Industrial Suppliers,Safety Equipment,Protective Gloves,2150,55,86,84,13,92,73,137332,73.95,Medium
V0913,Digital Edge Suppliers,Office Supplies,Office Consumables,1000,60,94,67,2,56,42,3707332,72.1,Medium
V0914,Alpha IT Systems,IT Equipment,Printers,125350,72,65,50,15,83,95,1633656,63.35,Medium
V0915,ABC Raw Materials,IT Equipment,Computer Accessories,26300,44,79,65,2,40,95,801694,60.75,Medium
V0916,ABC Raw Materials,Raw Materials,Industrial Raw Materials,107050,59,54,71,14,55,58,4408608,56.45,High
V0917,ABC Raw Materials,Raw Materials,Plastic Materials,3400,86,52,57,12,73,56,2387190,64.5,Medium
V0918,ABC Raw Materials,Raw Materials,Metal Materials,64950,61,69,55,20,66,66,638718,56.7,High
V0919,SmartTech Distributors,Electrical Items,Electrical Components,18850,70,92,48,8,43,60,373495,64.7,Medium
V0920,SmartTech Distributors,Mechanical Parts,Industrial Components,28700,76,87,88,9,75,98,1684175,78.85,Medium
V0921,Alpha IT Systems,Logistics Services,Freight Transportation,126050,61,72,83,18,79,41,4035488,66.65,Medium
V0922,Digital Edge Suppliers,Mechanical Parts,Bearings,3600,97,80,80,20,52,77,1425263,70.65,Medium
V0923,Lanka Industrial Suppliers,Furniture,Office Furniture,110700,88,91,96,4,95,42,3542651,90.95,Low
V0924,SmartTech Distributors,Mechanical Parts,Machine Components,123050,64,99,41,6,45,97,4422443,64.95,Medium
V0925,Digital Edge Suppliers,Logistics Services,Local Delivery,37700,51,61,44,5,86,46,4862683,61.5,Medium
V0926,Alpha IT Systems,Logistics Services,Warehouse Services,61050,86,46,86,8,75,77,3678248,71.2,Medium
V0927,OfficeMart Lanka,Raw Materials,Production Materials,45300,93,74,81,15,55,68,840099,71.45,Medium
V0928,Elite Office Solutions,Mechanical Parts,Gears,40500,73,99,53,0,87,87,598372,81.0,Low
V0929,OfficeMart Lanka,Electrical Items,LED Lighting,5600,81,63,59,4,64,52,4041954,68.6,Medium
V0930,Lanka Industrial Suppliers,Office Supplies,Printer Paper,2750,87,78,88,1,64,40,4366650,81.15,Low
V0931,ABC Raw Materials,Logistics Services,Cargo Handling,37000,91,47,56,15,43,59,4048470,56.8,High
V0932,OfficeMart Lanka,Electrical Items,Electrical Cables,2150,56,44,79,16,80,77,3687044,58.8,High
V0933,SmartTech Distributors,IT Equipment,Laptop Computers,212250,72,71,67,3,98,62,812557,77.25,Medium
V0934,Lanka Industrial Suppliers,Furniture,Office Desks,63250,90,98,40,9,47,70,4795938,69.9,Medium
V0935,Alpha IT Systems,Electrical Items,Switches and Sockets,550,92,54,93,8,79,59,574772,76.9,Medium
V0936,Elite Office Solutions,Mechanical Parts,Replacement Parts,26650,86,78,74,7,93,83,2424614,80.9,Low
V0937,Prime Stationery Traders,Safety Equipment,Safety Shoes,12950,49,54,51,10,67,46,2064520,54.35,High
V0938,SmartTech Distributors,Electrical Items,Circuit Breakers,16700,90,63,69,11,100,54,3470930,76.55,Medium
V0939,Lanka Industrial Suppliers,Mechanical Parts,Industrial Components,30250,78,43,96,2,55,54,4993161,69.45,Medium
V0940,TechGlobal Solutions,Office Supplies,Stationery,1550,63,44,86,1,89,85,4920994,71.25,Medium
V0941,ABC Raw Materials,Furniture,Office Chairs,18900,59,52,100,4,50,58,4527491,65.75,Medium
V0942,Prime Stationery Traders,Raw Materials,Packaging Materials,5850,90,85,55,17,48,71,1166850,65.85,Medium
V0943,Lanka Industrial Suppliers,Office Supplies,Files and Folders,800,93,55,49,17,56,57,3412454,59.5,High
V0944,Lanka Industrial Suppliers,Office Supplies,Ink Cartridges,7500,75,86,81,4,60,74,4814980,76.45,Medium
V0945,TechGlobal Solutions,Office Supplies,Office Consumables,6650,43,73,96,5,86,69,3467998,72.9,Medium
V0946,TechGlobal Solutions,Furniture,Storage Cabinets,79150,98,55,87,0,56,82,1386869,76.85,Medium
V0947,SmartTech Distributors,Safety Equipment,Fire Extinguishers,22900,88,54,69,3,60,75,1802544,69.8,Medium
V0948,FutureNet Technologies,Raw Materials,Industrial Raw Materials,102000,61,70,92,14,56,59,3389058,65.35,Medium
V0949,OfficeMart Lanka,Electrical Items,Electrical Components,16900,81,71,71,18,82,63,3573984,69.6,Medium
V0950,Digital Edge Suppliers,Safety Equipment,Protective Clothing,6900,76,80,76,6,59,55,1843987,73.0,Medium
V0951,ABC Raw Materials,Raw Materials,Plastic Materials,8150,52,45,76,6,88,46,3567662,64.05,Medium
V0952,SmartTech Distributors,Mechanical Parts,Bearings,36250,66,100,65,17,92,58,3528883,74.4,Medium
V0953,Lanka Industrial Suppliers,Raw Materials,Metal Materials,32650,91,94,78,16,86,88,4157200,81.05,Low
V0954,OfficeMart Lanka,Mechanical Parts,Machine Components,61400,75,59,57,15,91,53,4304869,65.6,Medium
V0955,Lanka Industrial Suppliers,Safety Equipment,Safety Helmets,4450,70,81,93,6,85,54,1900495,80.35,Low
V0956,OfficeMart Lanka,Raw Materials,Production Materials,76050,74,77,96,7,72,49,4162642,77.85,Medium
V0957,OfficeMart Lanka,Furniture,Meeting Tables,176650,78,71,59,20,57,45,1845372,60.45,Medium
V0958,ABC Raw Materials,Raw Materials,Packaging Materials,400,42,53,88,3,64,85,4776613,62.65,Medium
V0959,OfficeMart Lanka,Mechanical Parts,Gears,62850,42,41,53,6,76,51,4896365,53.55,High
V0960,SmartTech Distributors,Mechanical Parts,Replacement Parts,78350,65,99,89,9,86,47,998638,81.5,Low
V0961,Digital Edge Suppliers,Furniture,Office Furniture,31400,69,84,97,16,64,96,1457904,72.45,Medium
V0962,Elite Office Solutions,Furniture,Office Desks,87150,41,67,70,7,74,42,1573530,62.3,Medium
V0963,OfficeMart Lanka,Furniture,Office Chairs,37700,61,74,65,5,84,85,2807828,71.05,Medium
V0964,OfficeMart Lanka,Logistics Services,Transport Services,104000,43,96,58,4,82,84,2223803,70.75,Medium
V0965,Digital Edge Suppliers,Furniture,Storage Cabinets,32200,88,95,78,2,95,46,4732696,89.35,Low
V0966,SmartTech Distributors,IT Equipment,Desktop Computers,216050,66,94,85,5,55,59,3762443,75.5,Medium
V0967,OfficeMart Lanka,Safety Equipment,Protective Gloves,1850,63,42,47,11,78,68,3339922,55.75,High
V0968,Alpha IT Systems,Electrical Items,LED Lighting,4650,76,48,91,13,64,53,3069510,65.5,Medium
V0969,FutureNet Technologies,Raw Materials,Industrial Raw Materials,11300,100,72,95,9,66,49,4425940,80.7,Low
V0970,Prime Stationery Traders,Furniture,Meeting Tables,80600,99,58,41,11,99,94,3906040,71.75,Medium
V0971,Prime Stationery Traders,Office Supplies,Printer Paper,1850,52,73,72,16,67,81,2554775,61.05,Medium
V0972,Elite Office Solutions,Furniture,Office Furniture,175600,94,74,46,1,74,89,920662,75.5,Medium
V0973,Alpha IT Systems,IT Equipment,Network Equipment,73650,63,56,71,6,51,76,3573769,61.15,Medium
V0974,Alpha IT Systems,Mechanical Parts,Industrial Components,108250,78,83,77,2,78,45,2658273,80.25,Low
V0975,SmartTech Distributors,IT Equipment,Printers,91200,51,63,96,9,84,84,3804448,70.0,Medium
V0976,OfficeMart Lanka,IT Equipment,Computer Accessories,22400,93,55,55,13,54,95,1859922,62.3,Medium
V0977,Prime Stationery Traders,Safety Equipment,Safety Shoes,9300,64,62,98,19,76,82,4428686,66.8,Medium
V0978,Lanka Industrial Suppliers,Electrical Items,Electrical Cables,2800,63,86,52,1,97,59,4719649,76.55,Medium
V0979,Lanka Industrial Suppliers,Raw Materials,Plastic Materials,10800,78,67,74,7,47,90,1078580,66.95,Medium
V0980,Digital Edge Suppliers,Logistics Services,Freight Transportation,212950,45,55,65,10,89,49,4591153,60.8,Medium
V0981,ABC Raw Materials,IT Equipment,Laptop Computers,197450,91,90,85,3,51,49,3041422,80.95,Low
V0982,TechGlobal Solutions,IT Equipment,Desktop Computers,237350,79,77,62,11,54,42,329660,66.7,Medium
V0983,OfficeMart Lanka,Furniture,Office Desks,110700,54,40,82,14,67,74,1181678,56.3,High
V0984,ABC Raw Materials,Electrical Items,Switches and Sockets,3050,78,58,48,10,76,88,2952902,63.8,Medium
V0985,Alpha IT Systems,Furniture,Office Chairs,18400,92,80,50,12,95,92,3588930,76.0,Medium
V0986,OfficeMart Lanka,Logistics Services,Local Delivery,10200,76,67,72,20,52,95,3721162,60.55,Medium
V0987,Alpha IT Systems,Furniture,Storage Cabinets,82400,91,59,79,11,42,96,4110922,66.2,Medium
V0988,Elite Office Solutions,Raw Materials,Metal Materials,70500,100,99,74,20,75,46,540340,79.55,Medium
V0989,ABC Raw Materials,Furniture,Meeting Tables,197200,60,45,42,5,65,62,4017191,55.15,High
V0990,FutureNet Technologies,Logistics Services,Warehouse Services,53800,87,90,88,12,83,77,654113,82.45,Low
V0991,Alpha IT Systems,Furniture,Office Furniture,107000,40,66,70,8,87,93,170802,63.9,Medium
V0992,SmartTech Distributors,IT Equipment,Network Equipment,123700,91,74,76,14,57,63,2086202,70.85,Medium
V0993,FutureNet Technologies,Logistics Services,Cargo Handling,117200,72,72,58,8,55,65,1950933,64.6,Medium
V0994,Prime Stationery Traders,Furniture,Office Desks,42150,59,94,70,8,82,83,2307070,74.65,Medium
V0995,FutureNet Technologies,Raw Materials,Production Materials,24950,61,50,85,7,63,54,1669643,63.85,Medium
